example,post,target,requested_tokens,available_control_tokens,removed_tokens,shortfall_tokens,exact_match,seed
89,1,Trump,1,23,1,0,True,5
89,2,Trump,1,31,1,0,True,5
89,3,Trump,1,7,1,0,True,5
89,4,Trump,1,5,1,0,True,5
89,5,Trump,1,22,1,0,True,5
89,6,Trump,1,6,1,0,True,5
90,0,Trump,2,26,2,0,True,5
90,1,Trump,2,9,2,0,True,5
90,2,Trump,2,12,2,0,True,5
90,3,Trump,1,22,1,0,True,5
90,4,Trump,1,16,1,0,True,5
90,5,Trump,0,19,0,0,True,5
90,6,Trump,1,13,1,0,True,5
90,7,Trump,1,14,1,0,True,5
90,8,Trump,1,15,1,0,True,5
91,0,Trump,0,6,0,0,True,5
91,1,Trump,0,16,0,0,True,5
91,2,Trump,2,23,2,0,True,5
91,3,Trump,2,20,2,0,True,5
91,4,Trump,1,6,1,0,True,5
91,5,Trump,2,11,2,0,True,5
91,6,Trump,0,6,0,0,True,5
92,0,Trump,0,4,0,0,True,5
92,1,Trump,2,16,2,0,True,5
92,2,Trump,1,5,1,0,True,5
92,3,Trump,1,7,1,0,True,5
92,4,Trump,1,26,1,0,True,5
92,5,Trump,1,26,1,0,True,5
92,6,Trump,0,37,0,0,True,5
93,0,Trump,1,50,1,0,True,5
93,1,Trump,1,0,0,1,False,5
93,2,Trump,1,24,1,0,True,5
93,3,Trump,1,16,1,0,True,5
93,4,Trump,1,34,1,0,True,5
93,5,Trump,2,50,2,0,True,5
94,0,Trump,0,54,0,0,True,5
94,1,Trump,1,13,1,0,True,5
94,2,Trump,1,1,1,0,True,5
94,3,Trump,1,1,1,0,True,5
94,4,Trump,1,15,1,0,True,5
94,5,Trump,0,4,0,0,True,5
94,6,Trump,1,31,1,0,True,5
95,0,Trump,0,10,0,0,True,5
95,1,Trump,2,29,2,0,True,5
95,2,Trump,0,1,0,0,True,5
95,3,Trump,1,44,1,0,True,5
95,4,Trump,1,2,1,0,True,5
95,5,Trump,0,3,0,0,True,5
95,6,Trump,0,11,0,0,True,5
95,7,Trump,0,11,0,0,True,5
95,8,Trump,0,3,0,0,True,5
96,0,Trump,1,5,1,0,True,5
96,1,Trump,1,5,1,0,True,5
96,2,Trump,0,5,0,0,True,5
96,3,Trump,1,4,1,0,True,5
96,4,Trump,1,4,1,0,True,5
96,5,Trump,1,11,1,0,True,5
97,0,Trump,1,30,1,0,True,5
97,1,Trump,1,7,1,0,True,5
97,2,Trump,1,17,1,0,True,5
97,3,Trump,0,3,0,0,True,5
97,4,Trump,1,31,1,0,True,5
97,5,Trump,1,36,1,0,True,5
97,6,Trump,0,4,0,0,True,5
97,7,Trump,2,11,2,0,True,5
98,0,Trump,1,4,1,0,True,5
98,1,Trump,1,9,1,0,True,5
98,2,Trump,1,7,1,0,True,5
98,3,Trump,1,17,1,0,True,5
98,4,Trump,1,6,1,0,True,5
98,5,Trump,2,31,2,0,True,5
98,6,Trump,2,11,2,0,True,5
99,0,Trump,0,6,0,0,True,5
99,1,Trump,1,16,1,0,True,5
99,2,Trump,0,14,0,0,True,5
99,3,Trump,2,8,2,0,True,5
99,4,Trump,1,15,1,0,True,5
99,5,Trump,2,19,2,0,True,5
99,6,Trump,0,5,0,0,True,5
99,7,Trump,1,11,1,0,True,5
99,8,Trump,1,18,1,0,True,5
100,0,Trump,1,19,1,0,True,5
100,1,Trump,1,35,1,0,True,5
100,2,Trump,0,36,0,0,True,5
100,3,Trump,0,18,0,0,True,5
100,4,Trump,1,14,1,0,True,5
100,5,Trump,0,3,0,0,True,5
100,6,Trump,1,30,1,0,True,5
100,7,Trump,0,9,0,0,True,5
100,8,Trump,0,4,0,0,True,5
101,0,Trump,2,28,2,0,True,5
101,1,Trump,2,11,2,0,True,5
101,2,Trump,1,50,1,0,True,5
101,3,Trump,1,54,1,0,True,5
101,4,Trump,4,16,4,0,True,5
101,5,Trump,2,50,2,0,True,5
101,6,Trump,0,4,0,0,True,5
102,0,Trump,1,27,1,0,True,5
102,1,Trump,2,20,2,0,True,5
102,2,Trump,0,15,0,0,True,5
102,3,Trump,2,28,2,0,True,5
102,4,Trump,1,26,1,0,True,5
102,5,Trump,0,14,0,0,True,5
102,6,Trump,2,11,2,0,True,5
102,7,Trump,1,9,1,0,True,5
103,0,Trump,1,12,1,0,True,5
103,1,Trump,1,13,1,0,True,5
103,2,Trump,1,6,1,0,True,5
103,3,Trump,1,9,1,0,True,5
103,4,Trump,1,28,1,0,True,5
103,5,Trump,2,28,2,0,True,5
104,0,Trump,1,17,1,0,True,5
104,1,Trump,1,20,1,0,True,5
104,2,Trump,1,27,1,0,True,5
104,3,Trump,0,2,0,0,True,5
104,4,Trump,1,1,1,0,True,5
104,5,Trump,0,0,0,0,True,5
105,0,Trump,1,20,1,0,True,5
105,1,Trump,2,11,2,0,True,5
105,2,Trump,1,4,1,0,True,5
105,3,Trump,2,1,1,1,False,5
105,4,Trump,1,15,1,0,True,5
105,5,Trump,1,31,1,0,True,5
105,6,Trump,2,4,2,0,True,5
106,0,Trump,1,8,1,0,True,5
106,1,Trump,1,10,1,0,True,5
106,2,Trump,0,13,0,0,True,5
106,3,Trump,2,7,2,0,True,5
106,4,Trump,1,12,1,0,True,5
106,5,Trump,2,7,2,0,True,5
106,6,Trump,1,9,1,0,True,5
106,7,Trump,2,4,2,0,True,5
106,8,Trump,1,14,1,0,True,5
107,0,Trump,1,18,1,0,True,5
107,1,Trump,1,6,1,0,True,5
107,2,Trump,2,11,2,0,True,5
107,3,Trump,2,5,2,0,True,5
107,4,Trump,1,19,1,0,True,5
107,5,Trump,1,8,1,0,True,5
107,6,Trump,1,17,1,0,True,5
108,0,Trump,2,9,2,0,True,5
108,1,Trump,2,9,2,0,True,5
108,2,Trump,3,9,3,0,True,5
108,3,Trump,3,12,3,0,True,5
108,4,Trump,5,6,5,0,True,5
108,5,Trump,5,9,5,0,True,5
108,6,Trump,1,10,1,0,True,5
109,0,Trump,2,25,2,0,True,5
109,1,Trump,3,41,3,0,True,5
109,2,Trump,1,26,1,0,True,5
109,3,Trump,2,12,2,0,True,5
109,4,Trump,3,40,3,0,True,5
109,5,Trump,0,8,0,0,True,5
109,6,Trump,0,20,0,0,True,5
109,7,Trump,2,16,2,0,True,5
109,8,Trump,0,6,0,0,True,5
109,9,Trump,0,10,0,0,True,5
110,0,Trump,1,35,1,0,True,5
110,1,Trump,1,28,1,0,True,5
110,2,Trump,3,43,3,0,True,5
110,3,Trump,1,4,1,0,True,5
110,4,Trump,0,11,0,0,True,5
110,5,Trump,0,27,0,0,True,5
110,6,Trump,1,19,1,0,True,5
110,7,Trump,0,23,0,0,True,5
111,0,Trump,2,15,2,0,True,5
111,1,Trump,1,13,1,0,True,5
111,2,Trump,1,18,1,0,True,5
111,3,Trump,1,32,1,0,True,5
111,4,Trump,2,8,2,0,True,5
111,5,Trump,3,5,3,0,True,5
111,6,Trump,0,1,0,0,True,5
111,7,Trump,0,3,0,0,True,5
112,0,Trump,1,12,1,0,True,5
112,1,Trump,1,7,1,0,True,5
112,2,Trump,1,51,1,0,True,5
112,3,Trump,0,9,0,0,True,5
112,4,Trump,0,50,0,0,True,5
112,5,Trump,0,14,0,0,True,5
112,6,Trump,1,21,1,0,True,5
112,7,Trump,1,19,1,0,True,5
113,0,Trump,1,21,1,0,True,5
113,1,Trump,1,38,1,0,True,5
113,2,Trump,1,8,1,0,True,5
113,3,Trump,1,17,1,0,True,5
113,4,Trump,0,5,0,0,True,5
113,5,Trump,1,13,1,0,True,5
113,6,Trump,1,18,1,0,True,5
113,7,Trump,1,50,1,0,True,5
114,0,Trump,0,17,0,0,True,5
114,1,Trump,0,7,0,0,True,5
114,2,Trump,2,12,2,0,True,5
114,3,Trump,2,34,2,0,True,5
114,4,Trump,1,15,1,0,True,5
114,5,Trump,0,4,0,0,True,5
114,6,Trump,1,11,1,0,True,5
115,0,Trump,0,17,0,0,True,5
115,1,Trump,0,13,0,0,True,5
115,2,Trump,0,9,0,0,True,5
115,3,Trump,0,22,0,0,True,5
115,4,Trump,0,32,0,0,True,5
115,5,Trump,0,46,0,0,True,5
115,6,Trump,1,12,1,0,True,5
116,0,Trump,1,54,1,0,True,5
116,1,Trump,1,49,1,0,True,5
116,2,Trump,1,9,1,0,True,5
116,3,Trump,1,27,1,0,True,5
116,4,Trump,1,35,1,0,True,5
116,5,Trump,1,12,1,0,True,5
116,6,Trump,1,8,1,0,True,5
117,0,Trump,1,44,1,0,True,5
117,1,Trump,1,49,1,0,True,5
117,2,Trump,0,4,0,0,True,5
117,3,Trump,1,5,1,0,True,5
117,4,Trump,2,40,2,0,True,5
117,5,Trump,0,0,0,0,True,5
117,6,Trump,1,21,1,0,True,5
117,7,Trump,1,53,1,0,True,5
117,8,Trump,1,48,1,0,True,5
117,9,Trump,1,8,1,0,True,5
118,0,Trump,0,4,0,0,True,5
118,1,Trump,3,38,3,0,True,5
118,2,Trump,2,3,2,0,True,5
118,3,Trump,1,5,1,0,True,5
118,4,Trump,0,6,0,0,True,5
118,5,Trump,1,5,1,0,True,5
118,6,Trump,1,19,1,0,True,5
118,7,Trump,0,18,0,0,True,5
119,0,Trump,1,14,1,0,True,5
119,1,Trump,1,12,1,0,True,5
119,2,Trump,1,35,1,0,True,5
119,3,Trump,1,36,1,0,True,5
119,4,Trump,1,40,1,0,True,5
119,5,Trump,0,4,0,0,True,5
119,6,Trump,1,23,1,0,True,5
119,7,Trump,1,13,1,0,True,5
120,0,Trump,3,16,3,0,True,5
120,1,Trump,3,10,3,0,True,5
120,2,Trump,4,7,4,0,True,5
120,3,Trump,4,14,4,0,True,5
120,4,Trump,3,21,3,0,True,5
120,5,Trump,3,16,3,0,True,5
120,6,Trump,4,14,4,0,True,5
120,7,Trump,0,13,0,0,True,5
121,0,Trump,1,4,1,0,True,5
121,1,Trump,0,3,0,0,True,5
121,2,Trump,2,11,2,0,True,5
121,3,Trump,0,9,0,0,True,5
121,4,Trump,1,9,1,0,True,5
121,5,Trump,0,6,0,0,True,5
121,6,Trump,1,20,1,0,True,5
121,7,Trump,0,17,0,0,True,5
121,8,Trump,1,0,0,1,False,5
122,0,Trump,1,7,1,0,True,5
122,1,Trump,1,54,1,0,True,5
122,2,Trump,2,19,2,0,True,5
122,3,Trump,3,13,3,0,True,5
122,4,Trump,2,30,2,0,True,5
122,5,Trump,2,22,2,0,True,5
123,0,Trump,0,19,0,0,True,5
123,1,Trump,0,25,0,0,True,5
123,2,Trump,1,45,1,0,True,5
123,3,Trump,1,53,1,0,True,5
123,4,Trump,0,48,0,0,True,5
123,5,Trump,0,33,0,0,True,5
123,6,Trump,0,5,0,0,True,5
124,0,Trump,1,9,1,0,True,5
124,1,Trump,1,13,1,0,True,5
124,2,Trump,2,27,2,0,True,5
124,3,Trump,0,4,0,0,True,5
124,4,Trump,1,24,1,0,True,5
124,5,Trump,3,29,3,0,True,5
124,6,Trump,1,9,1,0,True,5
124,7,Trump,2,11,2,0,True,5
125,0,Trump,1,6,1,0,True,5
125,1,Trump,2,6,2,0,True,5
125,2,Trump,2,6,2,0,True,5
125,3,Trump,2,6,2,0,True,5
125,4,Trump,0,5,0,0,True,5
125,5,Trump,2,4,2,0,True,5
125,6,Trump,2,2,2,0,True,5
126,0,Trump,3,27,3,0,True,5
126,1,Trump,2,17,2,0,True,5
126,2,Trump,3,17,3,0,True,5
126,3,Trump,2,8,2,0,True,5
126,4,Trump,3,16,3,0,True,5
126,5,Trump,1,6,1,0,True,5
126,6,Trump,2,10,2,0,True,5
127,0,Trump,0,17,0,0,True,5
127,1,Trump,1,20,1,0,True,5
127,2,Trump,1,15,1,0,True,5
127,3,Trump,1,17,1,0,True,5
127,4,Trump,1,14,1,0,True,5
127,5,Trump,1,13,1,0,True,5
127,6,Trump,0,15,0,0,True,5
127,7,Trump,0,2,0,0,True,5
128,0,Trump,0,10,0,0,True,5
128,1,Trump,2,18,2,0,True,5
128,2,Trump,1,33,1,0,True,5
128,3,Trump,1,17,1,0,True,5
128,4,Trump,0,19,0,0,True,5
128,5,Trump,2,8,2,0,True,5
128,6,Trump,1,28,1,0,True,5
129,0,Trump,0,10,0,0,True,5
129,1,Trump,2,11,2,0,True,5
129,2,Trump,1,12,1,0,True,5
129,3,Trump,0,41,0,0,True,5
129,4,Trump,0,13,0,0,True,5
129,5,Trump,1,12,1,0,True,5
129,6,Trump,2,20,2,0,True,5
130,0,Trump,1,20,1,0,True,5
130,1,Trump,1,21,1,0,True,5
130,2,Trump,1,8,1,0,True,5
130,3,Trump,1,3,1,0,True,5
130,4,Trump,1,3,1,0,True,5
130,5,Trump,1,23,1,0,True,5
130,6,Trump,0,2,0,0,True,5
131,0,Trump,1,17,1,0,True,5
131,1,Trump,2,6,2,0,True,5
131,2,Trump,1,5,1,0,True,5
131,3,Trump,2,41,2,0,True,5
131,4,Trump,0,9,0,0,True,5
131,5,Trump,0,22,0,0,True,5
131,6,Trump,1,29,1,0,True,5
132,0,Trump,2,12,2,0,True,5
132,1,Trump,2,18,2,0,True,5
132,2,Trump,1,61,1,0,True,5
132,3,Trump,2,13,2,0,True,5
132,4,Trump,1,48,1,0,True,5
132,5,Trump,1,5,1,0,True,5
132,6,Trump,1,10,1,0,True,5
133,0,Trump,0,2,0,0,True,5
133,1,Trump,2,24,2,0,True,5
133,2,Trump,0,2,0,0,True,5
133,3,Trump,0,3,0,0,True,5
133,4,Trump,1,25,1,0,True,5
133,5,Trump,0,10,0,0,True,5
134,0,Trump,1,15,1,0,True,5
134,1,Trump,1,16,1,0,True,5
134,2,Trump,1,28,1,0,True,5
134,3,Trump,2,16,2,0,True,5
134,4,Trump,2,10,2,0,True,5
134,5,Trump,1,8,1,0,True,5
134,6,Trump,1,6,1,0,True,5
134,7,Trump,0,0,0,0,True,5
135,0,Trump,1,30,1,0,True,5
135,1,Trump,0,12,0,0,True,5
135,2,Trump,1,13,1,0,True,5
135,3,Trump,1,6,1,0,True,5
135,4,Trump,1,13,1,0,True,5
135,5,Trump,1,8,1,0,True,5
135,6,Trump,1,2,1,0,True,5
135,7,Trump,0,4,0,0,True,5
136,0,Trump,0,3,0,0,True,5
136,1,Trump,0,10,0,0,True,5
136,2,Trump,0,10,0,0,True,5
136,3,Trump,0,11,0,0,True,5
136,4,Trump,0,47,0,0,True,5
136,5,Trump,0,32,0,0,True,5
136,6,Trump,0,2,0,0,True,5
136,7,Trump,1,16,1,0,True,5
136,8,Trump,1,34,1,0,True,5
137,0,Trump,0,8,0,0,True,5
137,1,Trump,1,14,1,0,True,5
137,2,Trump,2,16,2,0,True,5
137,3,Trump,0,8,0,0,True,5
137,4,Trump,1,22,1,0,True,5
137,5,Trump,1,8,1,0,True,5
137,6,Trump,4,48,4,0,True,5
138,0,Trump,4,24,4,0,True,5
138,1,Trump,1,11,1,0,True,5
138,2,Trump,2,16,2,0,True,5
138,3,Trump,1,21,1,0,True,5
138,4,Trump,2,6,2,0,True,5
138,5,Trump,2,6,2,0,True,5
139,0,Trump,0,3,0,0,True,5
139,1,Trump,0,5,0,0,True,5
139,2,Trump,2,6,2,0,True,5
139,3,Trump,0,4,0,0,True,5
139,4,Trump,2,7,2,0,True,5
139,5,Trump,2,2,2,0,True,5
139,6,Trump,0,9,0,0,True,5
139,7,Trump,1,4,1,0,True,5
139,8,Trump,1,25,1,0,True,5
139,9,Trump,2,8,2,0,True,5
140,0,Trump,1,9,1,0,True,5
140,1,Trump,0,3,0,0,True,5
140,2,Trump,0,5,0,0,True,5
140,3,Trump,0,17,0,0,True,5
140,4,Trump,2,15,2,0,True,5
140,5,Trump,1,8,1,0,True,5
140,6,Trump,2,9,2,0,True,5
141,0,Trump,2,11,2,0,True,5
141,1,Trump,2,10,2,0,True,5
141,2,Trump,1,20,1,0,True,5
141,3,Trump,1,6,1,0,True,5
141,4,Trump,0,15,0,0,True,5
141,5,Trump,0,18,0,0,True,5
141,6,Trump,0,7,0,0,True,5
142,0,Trump,1,38,1,0,True,5
142,1,Trump,1,23,1,0,True,5
142,2,Trump,1,3,1,0,True,5
142,3,Trump,5,40,5,0,True,5
142,4,Trump,1,41,1,0,True,5
142,5,Trump,1,9,1,0,True,5
142,6,Trump,2,50,2,0,True,5
142,7,Trump,0,10,0,0,True,5
142,8,Trump,1,12,1,0,True,5
143,0,Trump,0,20,0,0,True,5
143,1,Trump,1,14,1,0,True,5
143,2,Trump,1,21,1,0,True,5
143,3,Trump,1,18,1,0,True,5
143,4,Trump,0,10,0,0,True,5
143,5,Trump,0,19,0,0,True,5
144,0,Trump,3,43,3,0,True,5
144,1,Trump,0,4,0,0,True,5
144,2,Trump,2,19,2,0,True,5
144,3,Trump,1,6,1,0,True,5
144,4,Trump,0,18,0,0,True,5
144,5,Trump,1,7,1,0,True,5
144,6,Trump,1,53,1,0,True,5
145,0,Trump,1,36,1,0,True,5
145,1,Trump,0,12,0,0,True,5
145,2,Trump,0,2,0,0,True,5
145,3,Trump,1,5,1,0,True,5
145,4,Trump,1,10,1,0,True,5
145,5,Trump,1,5,1,0,True,5
145,6,Trump,2,4,2,0,True,5
145,7,Trump,1,5,1,0,True,5
146,0,Trump,1,2,1,0,True,5
146,1,Trump,1,8,1,0,True,5
146,2,Trump,1,29,1,0,True,5
146,3,Trump,1,5,1,0,True,5
146,4,Trump,1,1,1,0,True,5
146,5,Trump,2,3,2,0,True,5
146,6,Trump,2,8,2,0,True,5
147,0,Trump,0,18,0,0,True,5
147,1,Trump,2,28,2,0,True,5
147,2,Trump,0,6,0,0,True,5
147,3,Trump,0,5,0,0,True,5
147,4,Trump,2,5,2,0,True,5
147,5,Trump,2,4,2,0,True,5
147,6,Trump,2,14,2,0,True,5
148,0,Trump,4,16,4,0,True,5
148,1,Trump,2,8,2,0,True,5
148,2,Trump,0,2,0,0,True,5
148,3,Trump,2,10,2,0,True,5
148,4,Trump,1,6,1,0,True,5
149,0,Trump,1,57,1,0,True,5
149,1,Trump,1,12,1,0,True,5
149,2,Trump,2,20,2,0,True,5
149,3,Trump,1,14,1,0,True,5
149,4,Trump,2,37,2,0,True,5
149,5,Trump,0,5,0,0,True,5
149,6,Trump,1,6,1,0,True,5
150,0,Trump,3,9,3,0,True,5
150,1,Trump,0,6,0,0,True,5
150,2,Trump,0,13,0,0,True,5
150,3,Trump,1,14,1,0,True,5
150,4,Trump,1,1,1,0,True,5
150,5,Trump,0,4,0,0,True,5
151,0,Trump,1,20,1,0,True,5
151,1,Trump,1,6,1,0,True,5
151,2,Trump,0,14,0,0,True,5
151,3,Trump,0,7,0,0,True,5
151,4,Trump,2,28,2,0,True,5
151,5,Trump,1,10,1,0,True,5
151,6,Trump,0,4,0,0,True,5
152,0,Trump,1,12,1,0,True,5
152,1,Trump,1,18,1,0,True,5
152,2,Trump,1,8,1,0,True,5
152,3,Trump,1,2,1,0,True,5
152,4,Trump,1,23,1,0,True,5
152,5,Trump,0,12,0,0,True,5
153,0,Trump,2,5,2,0,True,5
153,1,Trump,3,38,3,0,True,5
153,2,Trump,1,17,1,0,True,5
153,3,Trump,0,13,0,0,True,5
153,4,Trump,2,11,2,0,True,5
153,5,Trump,1,6,1,0,True,5
153,6,Trump,1,13,1,0,True,5
153,7,Trump,3,6,3,0,True,5
154,0,Trump,1,26,1,0,True,5
154,1,Trump,0,32,0,0,True,5
154,2,Trump,0,28,0,0,True,5
154,3,Trump,1,55,1,0,True,5
154,4,Trump,0,20,0,0,True,5
154,5,Trump,2,34,2,0,True,5
154,6,Trump,1,41,1,0,True,5
155,0,Trump,2,29,2,0,True,5
155,1,Trump,0,17,0,0,True,5
155,2,Trump,1,35,1,0,True,5
155,3,Trump,3,24,3,0,True,5
155,4,Trump,2,32,2,0,True,5
155,5,Trump,1,23,1,0,True,5
155,6,Trump,0,40,0,0,True,5
156,0,Trump,1,23,1,0,True,5
156,1,Trump,2,30,2,0,True,5
156,2,Trump,1,19,1,0,True,5
156,3,Trump,1,11,1,0,True,5
156,4,Trump,1,39,1,0,True,5
156,5,Trump,1,9,1,0,True,5
157,0,Trump,1,1,1,0,True,5
157,1,Trump,1,2,1,0,True,5
157,2,Trump,0,4,0,0,True,5
157,3,Trump,1,4,1,0,True,5
157,4,Trump,2,9,2,0,True,5
157,5,Trump,0,28,0,0,True,5
158,0,Trump,0,0,0,0,True,5
158,1,Trump,1,45,1,0,True,5
158,2,Trump,1,28,1,0,True,5
158,3,Trump,3,28,3,0,True,5
158,4,Trump,0,1,0,0,True,5
158,5,Trump,2,9,2,0,True,5
158,6,Trump,1,22,1,0,True,5
158,7,Trump,1,37,1,0,True,5
158,8,Trump,1,31,1,0,True,5
159,0,Trump,1,10,1,0,True,5
159,1,Trump,0,13,0,0,True,5
159,2,Trump,1,7,1,0,True,5
159,3,Trump,2,9,2,0,True,5
159,4,Trump,1,29,1,0,True,5
159,5,Trump,1,15,1,0,True,5
159,6,Trump,2,9,2,0,True,5
159,7,Trump,1,8,1,0,True,5
160,0,Trump,0,1,0,0,True,5
160,1,Trump,0,12,0,0,True,5
160,2,Trump,1,27,1,0,True,5
160,3,Trump,1,9,1,0,True,5
160,4,Trump,0,12,0,0,True,5
160,5,Trump,0,10,0,0,True,5
160,6,Trump,2,38,2,0,True,5
160,7,Trump,0,2,0,0,True,5
160,8,Trump,1,31,1,0,True,5
161,0,Trump,1,12,1,0,True,5
161,1,Trump,1,27,1,0,True,5
161,2,Trump,3,22,3,0,True,5
161,3,Trump,1,10,1,0,True,5
161,4,Trump,1,12,1,0,True,5
161,5,Trump,2,10,2,0,True,5
161,6,Trump,1,12,1,0,True,5
162,0,Trump,0,19,0,0,True,5
162,1,Trump,1,16,1,0,True,5
162,2,Trump,1,12,1,0,True,5
162,3,Trump,1,3,1,0,True,5
162,4,Trump,0,4,0,0,True,5
162,5,Trump,2,12,2,0,True,5
162,6,Trump,0,3,0,0,True,5
162,7,Trump,1,6,1,0,True,5
163,0,Trump,2,4,2,0,True,5
163,1,Trump,0,8,0,0,True,5
163,2,Trump,2,58,2,0,True,5
163,3,Trump,0,7,0,0,True,5
163,4,Trump,1,8,1,0,True,5
163,5,Trump,2,16,2,0,True,5
163,6,Trump,1,9,1,0,True,5
163,7,Trump,1,6,1,0,True,5
164,0,Trump,1,12,1,0,True,5
164,1,Trump,1,9,1,0,True,5
164,2,Trump,1,30,1,0,True,5
164,3,Trump,2,3,2,0,True,5
164,4,Trump,1,24,1,0,True,5
164,5,Trump,2,23,2,0,True,5
165,0,Trump,0,17,0,0,True,5
165,1,Trump,0,3,0,0,True,5
165,2,Trump,0,35,0,0,True,5
165,3,Trump,0,4,0,0,True,5
165,4,Trump,0,4,0,0,True,5
165,5,Trump,0,42,0,0,True,5
165,6,Trump,0,8,0,0,True,5
165,7,Trump,2,26,2,0,True,5
166,0,Trump,0,5,0,0,True,5
166,1,Trump,1,22,1,0,True,5
166,2,Trump,0,4,0,0,True,5
166,3,Trump,1,27,1,0,True,5
166,4,Trump,0,12,0,0,True,5
166,5,Trump,1,21,1,0,True,5
166,6,Trump,1,29,1,0,True,5
166,7,Trump,2,25,2,0,True,5
167,0,Trump,2,34,2,0,True,5
167,1,Trump,0,3,0,0,True,5
167,2,Trump,0,9,0,0,True,5
167,3,Trump,0,15,0,0,True,5
167,4,Trump,1,18,1,0,True,5
167,5,Trump,1,6,1,0,True,5
167,6,Trump,2,11,2,0,True,5
168,0,Trump,0,16,0,0,True,5
168,1,Trump,0,5,0,0,True,5
168,2,Trump,0,0,0,0,True,5
168,3,Trump,1,37,1,0,True,5
168,4,Trump,0,3,0,0,True,5
168,5,Trump,0,16,0,0,True,5
168,6,Trump,2,38,2,0,True,5
168,7,Trump,1,37,1,0,True,5
169,0,Trump,1,7,1,0,True,5
169,1,Trump,1,14,1,0,True,5
169,2,Trump,2,8,2,0,True,5
169,3,Trump,2,6,2,0,True,5
169,4,Trump,2,28,2,0,True,5
169,5,Trump,2,14,2,0,True,5
169,6,Trump,1,11,1,0,True,5
169,7,Trump,1,19,1,0,True,5
170,0,Trump,0,6,0,0,True,5
170,1,Trump,0,50,0,0,True,5
170,2,Trump,0,4,0,0,True,5
170,3,Trump,0,0,0,0,True,5
170,4,Trump,0,17,0,0,True,5
170,5,Trump,2,52,2,0,True,5
170,6,Trump,0,20,0,0,True,5
170,7,Trump,0,35,0,0,True,5
171,0,Trump,2,29,2,0,True,5
171,1,Trump,0,17,0,0,True,5
171,2,Trump,0,29,0,0,True,5
171,3,Trump,1,31,1,0,True,5
171,4,Trump,0,16,0,0,True,5
171,5,Trump,0,4,0,0,True,5
171,6,Trump,0,2,0,0,True,5
171,7,Trump,2,21,2,0,True,5
172,0,Trump,1,8,1,0,True,5
172,1,Trump,0,8,0,0,True,5
172,2,Trump,0,11,0,0,True,5
172,3,Trump,1,25,1,0,True,5
172,4,Trump,0,16,0,0,True,5
172,5,Trump,1,20,1,0,True,5
172,6,Trump,1,14,1,0,True,5
172,7,Trump,0,13,0,0,True,5
173,0,Trump,2,9,2,0,True,5
173,1,Trump,1,24,1,0,True,5
173,2,Trump,0,4,0,0,True,5
173,3,Trump,2,16,2,0,True,5
173,4,Trump,0,23,0,0,True,5
173,5,Trump,2,11,2,0,True,5
173,6,Trump,0,0,0,0,True,5
173,7,Trump,0,0,0,0,True,5
174,0,Trump,1,16,1,0,True,5
174,1,Trump,2,26,2,0,True,5
174,2,Trump,0,8,0,0,True,5
174,3,Trump,1,12,1,0,True,5
174,4,Trump,2,30,2,0,True,5
174,5,Trump,1,7,1,0,True,5
174,6,Trump,2,32,2,0,True,5
174,7,Trump,2,13,2,0,True,5
175,0,Trump,0,18,0,0,True,5
175,1,Trump,1,37,1,0,True,5
175,2,Trump,0,2,0,0,True,5
175,3,Trump,1,32,1,0,True,5
175,4,Trump,1,19,1,0,True,5
175,5,Trump,0,21,0,0,True,5
175,6,Trump,0,0,0,0,True,5
176,0,Trump,1,7,1,0,True,5
176,1,Trump,2,11,2,0,True,5
176,2,Trump,1,15,1,0,True,5
176,3,Trump,1,6,1,0,True,5
176,4,Trump,2,5,2,0,True,5
176,5,Trump,1,44,1,0,True,5
177,0,Trump,2,12,2,0,True,5
177,1,Trump,1,10,1,0,True,5
177,2,Trump,1,8,1,0,True,5
177,3,Trump,1,11,1,0,True,5
177,4,Trump,1,4,1,0,True,5
177,5,Trump,0,8,0,0,True,5
177,6,Trump,1,29,1,0,True,5
178,0,Trump,0,5,0,0,True,5
178,1,Trump,2,48,2,0,True,5
178,2,Trump,3,48,3,0,True,5
178,3,Trump,1,29,1,0,True,5
178,4,Trump,2,9,2,0,True,5
178,5,Trump,1,55,1,0,True,5
179,0,Trump,0,23,0,0,True,5
179,1,Trump,0,9,0,0,True,5
179,2,Trump,1,38,1,0,True,5
179,3,Trump,1,34,1,0,True,5
179,4,Trump,1,26,1,0,True,5
179,5,Trump,2,42,2,0,True,5
179,6,Trump,1,31,1,0,True,5
179,7,Trump,1,27,1,0,True,5
180,0,Trump,0,13,0,0,True,5
180,1,Trump,0,11,0,0,True,5
180,2,Trump,0,20,0,0,True,5
180,3,Trump,0,16,0,0,True,5
180,4,Trump,0,20,0,0,True,5
180,5,Trump,0,16,0,0,True,5
180,6,Trump,0,13,0,0,True,5
181,0,Trump,1,22,1,0,True,5
181,1,Trump,1,12,1,0,True,5
181,2,Trump,1,15,1,0,True,5
181,3,Trump,0,18,0,0,True,5
181,4,Trump,0,2,0,0,True,5
181,5,Trump,1,25,1,0,True,5
181,6,Trump,1,14,1,0,True,5
181,7,Trump,1,8,1,0,True,5
181,8,Trump,1,17,1,0,True,5
182,0,Trump,0,9,0,0,True,5
182,1,Trump,0,13,0,0,True,5
182,2,Trump,1,41,1,0,True,5
182,3,Trump,0,8,0,0,True,5
182,4,Trump,1,17,1,0,True,5
